business_name,address,phone,category,neighborhood,google_maps_url,website_url,quality_score,platform,registrar,est_monthly_cost,pain_points,priority_rank,outreach_doc_ready,place_id,rating,user_ratings_total,domain_suggestions
Wetzel's Pretzels,"6401 Marana Center Blvd Suite 802, Tucson, AZ 85742, USA",+1 602-810-3482,bakery,dove-mountain-marana,https://maps.google.com/?q=Wetzel%27s%20Pretzels%206401%20Marana%20Center%20Blvd%20Suite%20802%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://www.wetzels.com/,2,custom/unknown,Amazon Registrar,0,has website,30,false,ChIJZQseF9Ph1YYR25n2na8qSWA,3.1,31,
Sbarro,"6401 Marana Center Blvd, Tucson, AZ 85742, USA",+1 520-485-0720,meal_delivery,dove-mountain-marana,https://maps.google.com/?q=Sbarro%206401%20Marana%20Center%20Blvd%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://sbarro.com/,2,wordpress,Network Solutions,0,has website,31,false,ChIJsSEk5tPh1YYRl9r8SjcWuos,3.5,93,
Duke's Delicious Pizza,"6401 Marana Center Blvd, Tucson, AZ 85742, USA",+1 520-561-0791,meal_takeaway,dove-mountain-marana,https://maps.google.com/?q=Duke%27s%20Delicious%20Pizza%206401%20Marana%20Center%20Blvd%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,32,false,ChIJrUy832Rz1oYR4DYeWJ3kJiQ,5,45,dukesdeliciouspizzatucson.com; dukesdeliciouspizzaaz.com
Salon Blonde,"12120 N Dove Mountain Blvd #162, Marana, AZ 85658, USA",+1 520-770-7874,hair_salon,dove-mountain-marana,https://maps.google.com/?q=Salon%20Blonde%2012120%20N%20Dove%20Mountain%20Blvd%20%23162%2C%20Marana%2C%20AZ%2085658%2C%20USA,http://salonblonde.biz/,2,wordpress,Wild West Domains,0,has website,33,false,ChIJG6eGYPAJ1oYRCKp_z6YdGYg,4.8,240,
Cactus Blossom Salon,"9725 N Thornydale Rd #131, Tucson, AZ 85742, USA",+1 520-389-8454,hair_salon,dove-mountain-marana,https://maps.google.com/?q=Cactus%20Blossom%20Salon%209725%20N%20Thornydale%20Rd%20%23131%2C%20Tucson%2C%20AZ%2085742%2C%20USA,http://www.cactusblossombeautysalon.com/,2,custom/unknown,eNom,0,has website,35,false,ChIJmaQCDNgL1oYR6MmIEmfqSl4,4.8,540,
Eye on the cut barbershop,"9665 N Thornydale Rd #140, Tucson, AZ 85742, USA",+1 520-638-8057,hair_salon,dove-mountain-marana,https://maps.google.com/?q=Eye%20on%20the%20cut%20barbershop%209665%20N%20Thornydale%20Rd%20%23140%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://www.instagram.com/eye_onthe_cutbarbershop?igsh=NGFqenFvcmVjanAz&utm_source=qr,2,custom/unknown,RegistrarSafe,0,has website,36,false,ChIJuZhinRYL1oYRw6xfT6VHY0I,5,131,
Amy's Nails Salon,"12080 N Dove Mountain Blvd, Marana, AZ 85658, USA",+1 520-572-9999,nail_salon,dove-mountain-marana,https://maps.google.com/?q=Amy%27s%20Nails%20Salon%2012080%20N%20Dove%20Mountain%20Blvd%2C%20Marana%2C%20AZ%2085658%2C%20USA,https://amysnailssalon.com/,2,wordpress,NameCheap,0,has website,38,false,ChIJfydfhckJ1oYRijugMohoDD8,4.1,171,
CUTE NAILS SPA,"12050 N Thornydale Rd #130, Marana, AZ 85658, USA",+1 520-579-1949,nail_salon,dove-mountain-marana,https://maps.google.com/?q=CUTE%20NAILS%20SPA%2012050%20N%20Thornydale%20Rd%20%23130%2C%20Marana%2C%20AZ%2085658%2C%20USA,https://kiwi-nails.edan.io/,2,custom/unknown,unknown,0,has website,39,false,ChIJJddPqyoK1oYRmRJviFxL6IU,4.4,151,
LA Nails,"5027, 9725 N Thornydale Rd #119, Tucson, AZ 85742, USA",+1 520-579-8238,nail_salon,dove-mountain-marana,https://maps.google.com/?q=LA%20Nails%205027%2C%209725%20N%20Thornydale%20Rd%20%23119%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,40,false,ChIJ_U_8RisK1oYRWkKJlgzivp0,3.7,67,lanailstucson.com; lanailsaz.com
Head2toe3sthetics,"5583 W Sunset Vista Pl, Marana, AZ 85658, USA",+1 520-265-7667,beauty_salon,dove-mountain-marana,https://maps.google.com/?q=Head2toe3sthetics%205583%20W%20Sunset%20Vista%20Pl%2C%20Marana%2C%20AZ%2085658%2C%20USA,https://head2toe3sthetics.glossgenius.com/,2,custom/unknown,unregistered,0,has website,41,false,ChIJ-a4Ak5UJ1oYRT47nox_U48s,5,34,
Sonthuy Brows and Lash,"9665 N Thornydale Rd #120, Tucson, AZ 85742, USA",+1 520-591-5524,beauty_salon,dove-mountain-marana,https://maps.google.com/?q=Sonthuy%20Brows%20and%20Lash%209665%20N%20Thornydale%20Rd%20%23120%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://www.sonthuybeauty.com/,2,wix,Wix.com Ltd.,0,has website,42,false,ChIJT0U7mn0L1oYRSdtoG3yp1iQ,4.9,195,
Three Keys Tattoo,"6401 Marana Center Blvd Ste 842, Tucson, AZ 85742, USA",+1 480-440-9891,beauty_salon,dove-mountain-marana,https://maps.google.com/?q=Three%20Keys%20Tattoo%206401%20Marana%20Center%20Blvd%20Ste%20842%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://www.instagram.com/three.keys.tattoo.tucson/,2,custom/unknown,RegistrarSafe,0,has website,43,false,ChIJy-Zu5kjh1YYRt_kXEgjVNaw,4.8,101,
EHALO LLC,"9446 N Sammy Ave, Tucson, AZ 85742, USA",+1 520-838-1843,spa,dove-mountain-marana,https://maps.google.com/?q=EHALO%20LLC%209446%20N%20Sammy%20Ave%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,44,false,ChIJBf0BY9gL1oYRlWGmFbgT92E,,,ehalotucson.com; ehaloaz.com
Copper Queens Med Spa,"9725 N Thornydale Rd Ste 113, Tucson, AZ 85742, USA",+1 520-232-2001,spa,dove-mountain-marana,https://maps.google.com/?q=Copper%20Queens%20Med%20Spa%209725%20N%20Thornydale%20Rd%20Ste%20113%2C%20Tucson%2C%20AZ%2085742%2C%20USA,http://www.copperqueensmedspa.com/,2,squarespace,Squarespace Domains LLC,0,has website,45,false,ChIJd1gT-hQL1oYRQawwxLLfHW8,5,37,
Drip Medical Care,"6401 Marana Center Blvd Suite 906, Tucson, AZ 85742, USA",+1 520-631-9591,spa,dove-mountain-marana,https://maps.google.com/?q=Drip%20Medical%20Care%206401%20Marana%20Center%20Blvd%20Suite%20906%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://www.dripmedicalcare.com/,2,wix,Wix.com Ltd.,0,has website,46,false,ChIJl3F8dznh1YYR8Ic_QOEP_nw,4.5,23,
Quiet Waters Maternity Spa & Wellness Center - Tucson,"6401 Marana Center Blvd Suite 917, Tucson, AZ 85742, USA",+1 520-367-7268,spa,dove-mountain-marana,https://maps.google.com/?q=Quiet%20Waters%20Maternity%20Spa%20%26%20Wellness%20Center%20-%20Tucson%206401%20Marana%20Center%20Blvd%20Suite%20917%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://www.qwmspllc.com/,2,squarespace,Squarespace Domains II LLC,0,has website,47,false,ChIJTb8W4Gnh1YYR4bm2ita6pIY,5,2,
JesusLuxFades,"9665 N Thornydale Rd, Tucson, AZ 85742, USA",+1 520-403-0893,barber_shop,dove-mountain-marana,https://maps.google.com/?q=JesusLuxFades%209665%20N%20Thornydale%20Rd%2C%20Tucson%2C%20AZ%2085742%2C%20USA,http://jesusluxfades.booksy.com/,2,custom/unknown,unregistered,0,has website,48,false,ChIJ33yXST8L1oYR_fF5emWTRbI,,,
Bria Dental at Dove Mountain,"12080 N Dove Mountain Blvd Suite 140, Marana, AZ 85658, USA",+1 520-367-2742,dentist,dove-mountain-marana,https://maps.google.com/?q=Bria%20Dental%20at%20Dove%20Mountain%2012080%20N%20Dove%20Mountain%20Blvd%20Suite%20140%2C%20Marana%2C%20AZ%2085658%2C%20USA,https://www.briadental.com/?utm_source=google&utm_medium=gbp&utm_campaign=google_business,2,wordpress,GoDaddy.com,0,has website,49,false,ChIJyTURWnwJ1oYRKoBR-EVEAfU,4.9,874,
"Dr. Trym H. Gibbons, DDS","12090 N Thornydale Rd Ste 106, Marana, AZ 85658, USA",+1 520-616-4610,dentist,dove-mountain-marana,https://maps.google.com/?q=Dr.%20Trym%20H.%20Gibbons%2C%20DDS%2012090%20N%20Thornydale%20Rd%20Ste%20106%2C%20Marana%2C%20AZ%2085658%2C%20USA,http://www.maranaskydental.com/,2,custom/unknown,GoDaddy.com,0,has website,50,false,ChIJJ6XzVJNz1oYRfUW2aZjhU9k,5,2,
Marana Sky Dental,"12090 N Thornydale Rd Ste 106, Marana, AZ 85658, USA",+1 520-616-4610,dentist,dove-mountain-marana,https://maps.google.com/?q=Marana%20Sky%20Dental%2012090%20N%20Thornydale%20Rd%20Ste%20106%2C%20Marana%2C%20AZ%2085658%2C%20USA,http://maranaskydental.com/,2,custom/unknown,GoDaddy.com,0,has website,51,false,ChIJnzm4qioK1oYRNXMd_dbTe_M,4.9,748,
Dr. Trym Gibbons,"12090 N Thornydale Rd Ste 106, Marana, AZ 85658, USA",+1 520-616-4610,dentist,dove-mountain-marana,https://maps.google.com/?q=Dr.%20Trym%20Gibbons%2012090%20N%20Thornydale%20Rd%20Ste%20106%2C%20Marana%2C%20AZ%2085658%2C%20USA,https://maranaskydental.com/meet-dr-trym-gibbons/,2,custom/unknown,GoDaddy.com,0,has website,52,false,ChIJVVWlVNUL1oYRFrOKW7v1-ng,,,
"Dr. Joseph G. Van Cleve, DDS","12090 N Thornydale Rd, Marana, AZ 85658, USA",+1 520-616-4610,dentist,dove-mountain-marana,https://maps.google.com/?q=Dr.%20Joseph%20G.%20Van%20Cleve%2C%20DDS%2012090%20N%20Thornydale%20Rd%2C%20Marana%2C%20AZ%2085658%2C%20USA,http://maranaskydental.com/,2,custom/unknown,GoDaddy.com,0,has website,53,false,ChIJm0syqcBx1oYRAm4vvndamw8,1,1,
Tortolita Dental Group and Orthodontics,"9725 N Thornydale Rd Ste 173, Tucson, AZ 85742, USA",+1 520-200-0177,dentist,dove-mountain-marana,https://maps.google.com/?q=Tortolita%20Dental%20Group%20and%20Orthodontics%209725%20N%20Thornydale%20Rd%20Ste%20173%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://www.tortolitadentalgroup.com/?sc_cid=GBP%3AO%3AGP%3A475%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MzkxMTUyMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,2,,CSC Corporate Domains,0,has website,54,false,ChIJdXpli_8K1oYRXtHUvxKKqnk,4.7,670,
Rui Wen Pang,"5224 W Dove Centre Rd, Marana, AZ 85658, USA",+1 520-682-1091,doctor,dove-mountain-marana,https://maps.google.com/?q=Rui%20Wen%20Pang%205224%20W%20Dove%20Centre%20Rd%2C%20Marana%2C%20AZ%2085658%2C%20USA,https://mhchealthcare.org/provider/rui-wen-raven-pang/,2,wordpress,GoDaddy.com,0,has website,55,false,ChIJq6pqLI3k1YYR-wg5OZKwHRk,2.9,9,
Marana Health at Dove Mountain,"5224 W Dove Centre Rd Suite #104, Marana, AZ 85658, USA",+1 520-682-4111,doctor,dove-mountain-marana,https://maps.google.com/?q=Marana%20Health%20at%20Dove%20Mountain%205224%20W%20Dove%20Centre%20Rd%20Suite%20%23104%2C%20Marana%2C%20AZ%2085658%2C%20USA,http://maranahealth.org/,2,wordpress,GoDaddy.com,0,has website,56,false,ChIJQWjdo_YJ1oYRPkf-_33jWuc,2.8,79,
Peters Christian K DO,"6070 W Desert Marigold Ln, Tucson, AZ 85742, USA",+1 520-572-2450,doctor,dove-mountain-marana,https://maps.google.com/?q=Peters%20Christian%20K%20DO%206070%20W%20Desert%20Marigold%20Ln%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://splinternetmarketing.com/local-pros/arizona/tucson/peters-christian-k-do/,2,wordpress,eNom,0,has website,57,false,ChIJV8bBveLh1YYRMmRLEYitKoQ,5,2,
AKDHC,"3600 W Tangerine Rd Ste 110, Marana, AZ 85658, USA",+1 520-585-4634,doctor,dove-mountain-marana,https://maps.google.com/?q=AKDHC%203600%20W%20Tangerine%20Rd%20Ste%20110%2C%20Marana%2C%20AZ%2085658%2C%20USA,http://www.akdhc.com/location/marana-office/,2,wordpress,Domain.com - Network Solutions,0,has website,58,false,ChIJ4SI7UJ8L1oYRdl4EEIxk5Co,5,4,
"Physical Therapy of Dove Mountain, LLC","5242 W Winding Desert Dr, Marana, AZ 85658, USA",+1 847-609-3573,physiotherapist,dove-mountain-marana,https://maps.google.com/?q=Physical%20Therapy%20of%20Dove%20Mountain%2C%20LLC%205242%20W%20Winding%20Desert%20Dr%2C%20Marana%2C%20AZ%2085658%2C%20USA,http://www.ptdovemountain.com/,2,custom/unknown,GoDaddy.com,0,has website,59,false,ChIJT_XiDAAJ1oYRVx1aHpybEYI,,,
Visionaries LLC,"7290 N Oldfather Dr, Tucson, AZ 85742, USA",,clothing_store,dove-mountain-marana,https://maps.google.com/?q=Visionaries%20LLC%207290%20N%20Oldfather%20Dr%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,61,false,ChIJ4ddcHIsL1oYRZ_mzjASNoiQ,,,visionariestucson.com; visionariesaz.com
Sassy Dezines Ceramics,"3420 W Potvin Ln, Tucson, AZ 85742, USA",+1 520-744-2417,clothing_store,dove-mountain-marana,https://maps.google.com/?q=Sassy%20Dezines%20Ceramics%203420%20W%20Potvin%20Ln%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,62,false,ChIJvZodK7QL1oYRCSYPgRs40jo,,,sassydezinesceramics.com; sassydezinesceramicstucson.com
Simply Mecca Lifestyle,"9477 N Albatross Dr, Tucson, AZ 85742, USA",+1 520-955-1824,clothing_store,dove-mountain-marana,https://maps.google.com/?q=Simply%20Mecca%20Lifestyle%209477%20N%20Albatross%20Dr%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,63,false,ChIJwVO2CfgL1oYR2qSFrAlSUPA,,,simplymeccalifestyle.com; simplymeccalifestyletucson.com
twinkle toes and pretty bows,"3980 W Linda Vista Blvd ste 17209, Tucson, AZ 85742, USA",+1 520-248-7575,clothing_store,dove-mountain-marana,https://maps.google.com/?q=twinkle%20toes%20and%20pretty%20bows%203980%20W%20Linda%20Vista%20Blvd%20ste%2017209%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,64,false,ChIJY10Xi1UK1oYRgx2ONH4dAgc,,,twinkletoesandprettybows.com; twinkletoesandprettybowstucson.com
Nope Rope Apparel,"Tucson, AZ 85742, USA",,clothing_store,dove-mountain-marana,https://maps.google.com/?q=Nope%20Rope%20Apparel%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,65,false,ChIJ78nUZrgL1oYRwc0sa0IEXOg,,,noperopeapparel.com; noperopeappareltucson.com
Levi’s Outlet Store,"6401 Marana Center Blvd Suite 105, Tucson, AZ 85742, USA",+1 520-918-5519,clothing_store,dove-mountain-marana,https://maps.google.com/?q=Levi%E2%80%99s%20Outlet%20Store%206401%20Marana%20Center%20Blvd%20Suite%20105%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://locations.levi.com/en-us/az/tucson/denim_tucson_az_264.html,2,custom/unknown,unregistered,0,has website,71,false,ChIJ28qw1tPh1YYRqQaIVCPtxn4,4.4,167,
"Perfume paradise 6401 Marana Center Blvd, Tucson, AZ 85742,","6401 Marana Center Blvd, Tucson, AZ 85742, USA",+1 520-633-2959,clothing_store,dove-mountain-marana,https://maps.google.com/?q=Perfume%20paradise%206401%20Marana%20Center%20Blvd%2C%20Tucson%2C%20AZ%2085742%2C%206401%20Marana%20Center%20Blvd%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://perfumeparadise.com/,2,shopify,GoDaddy.com,0,has website,79,false,ChIJF_bcQ97h1YYRALMVQfHDxxU,5,89,
Precious Metals Refinery,"12050 N Thornydale Rd #120, Marana, AZ 85658, USA",+1 520-445-3939,jewelry_store,dove-mountain-marana,https://maps.google.com/?q=Precious%20Metals%20Refinery%2012050%20N%20Thornydale%20Rd%20%23120%2C%20Marana%2C%20AZ%2085658%2C%20USA,https://preciousmetalsrefinery.com/locations/marana/?utm_source=google&utm_medium=organic&utm_campaign=gbp-marana,2,wordpress,GoDaddy.com,0,has website,80,false,ChIJnY-eBBdx1oYRCa1YeA5Zjv4,4.9,712,
AZ Western Design,"4701 W Linda Vista Blvd, Tucson, AZ 85742, USA",+1 504-304-1429,jewelry_store,dove-mountain-marana,https://maps.google.com/?q=AZ%20Western%20Design%204701%20W%20Linda%20Vista%20Blvd%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,81,false,ChIJOVfpZF8K1oYRZKlhDRZGHLs,,,azwesterndesign.com; azwesterndesigntucson.com
Mike’s Machines LLC,"17705 Breckner Rd, Foley, AL 36535, USA",+1 520-465-3131,car_repair,dove-mountain-marana,https://maps.google.com/?q=Mike%E2%80%99s%20Machines%20LLC%2017705%20Breckner%20Rd%2C%20Foley%2C%20AL%2036535%2C%20USA,,1,,,0,no website,86,false,ChIJObim1icL1oYR9r7-vkMM7D8,5,5,mikesmachinestucson.com; mikesmachinesaz.com
A.A. Ron Automotive,"3710 W Turkey Ln, Tucson, AZ 85742, USA",+1 520-419-9482,car_repair,dove-mountain-marana,https://maps.google.com/?q=A.A.%20Ron%20Automotive%203710%20W%20Turkey%20Ln%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,,0,no website,87,false,ChIJ16S7SDUL1oYRluPaYHhSu3o,5,1,aaronautomotivetucson.com; aaronautomotiveaz.com
