business_name,address,phone,category,neighborhood,google_maps_url,website_url,quality_score,platform,est_monthly_cost,pain_points,priority_rank,outreach_doc_ready,place_id,rating,user_ratings_total
Carl's Jr.,"1880 E Broadway Blvd, Tucson, AZ 85719, USA",+1 520-624-5267,restaurant,sam-hughes-university,https://maps.google.com/?q=Carl%27s%20Jr.%201880%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://locations.carlsjr.com/az/tucson/1880-e-broadway-blvd,2,,0,has website,15,false,ChIJH-5eTFFw1oYR7ZDSAW9YAto,4,1195
China Pasta House,"430 N Park Ave, Tucson, AZ 85719, USA",+1 520-623-3334,restaurant,sam-hughes-university,https://maps.google.com/?q=China%20Pasta%20House%20430%20N%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://www.chinapastahouseaz.com/,2,,0,has website,16,false,ChIJh9LUjQFx1oYRt6LXH7c5I9Q,4.3,438
Sushi-Cho Restaurant,"1830 E Broadway Blvd, Tucson, AZ 85719, USA",+1 520-628-8800,restaurant,sam-hughes-university,https://maps.google.com/?q=Sushi-Cho%20Restaurant%201830%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://www.sushichorestaurant.com/,2,,0,has website,17,false,ChIJ21afslZw1oYRZ55ZtPY6i5M,4.5,622
Capriotti's Sandwich Shop,"1830 E Broadway Blvd, Tucson, AZ 85719, USA",+1 520-771-8878,restaurant,sam-hughes-university,https://maps.google.com/?q=Capriotti%27s%20Sandwich%20Shop%201830%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://capriottis.com/location/27829895,2,,0,has website,18,false,ChIJYaxhJ29x1oYRHjQKfs5f7K8,4,235
The Rock,"136 N Park Ave, Tucson, AZ 85719, USA",+1 520-629-9211,restaurant,sam-hughes-university,https://maps.google.com/?q=The%20Rock%20136%20N%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://www.rocktucson.com/,2,,0,has website,19,false,ChIJq-G0cP5w1oYRFOOftK2hlJo,4.5,675
NYPD New York Pizza Department,"187 N Park Ave, Tucson, AZ 85719, USA",+1 520-209-2420,restaurant,sam-hughes-university,https://maps.google.com/?q=NYPD%20New%20York%20Pizza%20Department%20187%20N%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://nypizzadepartment.com/,2,,0,has website,20,false,ChIJS8NEXHlx1oYRn4iCNk4SJ_w,4.5,80
Screwbean Brewing,"103 N Park Ave UNIT 101, Tucson, AZ 85719, USA",+1 520-288-8942,bar,sam-hughes-university,https://maps.google.com/?q=Screwbean%20Brewing%20103%20N%20Park%20Ave%20UNIT%20101%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.instagram.com/screwbeanbrewing/,2,,0,has website,21,false,ChIJmSDkhptx1oYRAl3HvAu8boY,4.7,132
Snakes & Lattes Tucson,"988 E University Blvd, Tucson, AZ 85719, USA",+1 520-382-5855,bar,sam-hughes-university,https://maps.google.com/?q=Snakes%20%26%20Lattes%20Tucson%20988%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.snakesandlattes.com/location/tucson/,2,,0,has website,22,false,ChIJt0YHQ11x1oYRB8B9Bp8nh_o,4.5,299
"Espresso Art Cafe, Cocktail Bar & Hookah Lounge","942 E University Blvd, Tucson, AZ 85719, USA",+1 520-624-4126,bar,sam-hughes-university,https://maps.google.com/?q=Espresso%20Art%20Cafe%2C%20Cocktail%20Bar%20%26%20Hookah%20Lounge%20942%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.espressoartcafe.com/,2,,0,has website,23,false,ChIJvx4xBQRx1oYRPrVqBgpIUGg,4.5,380
Fuku Sushi,"940 E University Blvd, Tucson, AZ 85719, USA",+1 520-798-3858,bar,sam-hughes-university,https://maps.google.com/?q=Fuku%20Sushi%20940%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.fukuaz.com/,2,,0,has website,24,false,ChIJl7pWBQRx1oYRBKDRC-iVz7A,3.2,855
Scented Leaf Tea House,"943 E University Blvd #165, Tucson, AZ 85719, USA",+1 520-624-2930,bar,sam-hughes-university,https://maps.google.com/?q=Scented%20Leaf%20Tea%20House%20943%20E%20University%20Blvd%20%23165%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://www.thescentedleaf.com/,2,,0,has website,25,false,ChIJi_CUGQRx1oYRZnjwohCYldw,4.8,453
Tooley's Cafe,"299 S Park Ave, Tucson, AZ 85719, USA",+1 520-372-2350,bar,sam-hughes-university,https://maps.google.com/?q=Tooley%27s%20Cafe%20299%20S%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,,1,,0,no website,26,false,ChIJk1SUXflw1oYRsItp-e7LMfU,4.4,69
Frog & Firkin,"874 E University Blvd, Tucson, AZ 85719, USA",+1 520-623-7507,bar,sam-hughes-university,https://maps.google.com/?q=Frog%20%26%20Firkin%20874%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://www.frogandfirkin.com/,2,,0,has website,27,false,ChIJG-d_cgRx1oYR9FKxHcPNlaA,4.1,1024
No Anchovies,"870 E University Blvd, Tucson, AZ 85719, USA",+1 520-623-3333,bar,sam-hughes-university,https://maps.google.com/?q=No%20Anchovies%20870%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://noanchoviesaz.com/,2,,0,has website,28,false,ChIJ4ST8bQRx1oYRvVrp9ikxrJ4,4.2,1082
Gentle Ben's,"865 E University Blvd, Tucson, AZ 85719, USA",+1 520-624-4177,bar,sam-hughes-university,https://maps.google.com/?q=Gentle%20Ben%27s%20865%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://gentlebens.com/,2,,0,has website,29,false,ChIJYY-KtQBx1oYRDANlJnNNtas,4.3,1382
Dirtbag's,"1800 E Speedway Blvd, Tucson, AZ 85719, USA",+1 520-326-2600,bar,sam-hughes-university,https://maps.google.com/?q=Dirtbag%27s%201800%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://dirtbagsbar.com/,2,,0,has website,30,false,ChIJw1ov0ahx1oYRzgHHJi0veyU,4,267
The Annabelle Studio,"630 E 9th St, Tucson, AZ 85705, USA",+1 520-372-2090,bar,sam-hughes-university,https://maps.google.com/?q=The%20Annabelle%20Studio%20630%20E%209th%20St%2C%20Tucson%2C%20AZ%2085705%2C%20USA,http://laesquinaironhorse.com/,2,,0,has website,31,false,ChIJS4vfwRBx1oYRbDXH8MqImq0,5,12
La Esquina Bar,"630 E 9th St, Tucson, AZ 85705, USA",+1 520-372-2090,bar,sam-hughes-university,https://maps.google.com/?q=La%20Esquina%20Bar%20630%20E%209th%20St%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://laesquinatucson.com/,2,,0,has website,32,false,ChIJpS6bfsZx1oYR5jSIC8shvdY,4.7,33
Bob Dobb's Bar & Grill,"2501 E 6th St, Tucson, AZ 85716, USA",+1 520-325-3767,bar,sam-hughes-university,https://maps.google.com/?q=Bob%20Dobb%27s%20Bar%20%26%20Grill%202501%20E%206th%20St%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://www.bobdobbs-tucson.com/,2,,0,has website,33,false,ChIJF03I3Uxw1oYRB_SCQYojgXo,4.2,504
The Buffet Bar,"538 E 9th St, Tucson, AZ 85705, USA",+1 520-623-6811,bar,sam-hughes-university,https://maps.google.com/?q=The%20Buffet%20Bar%20538%20E%209th%20St%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://www.buffetbartucson.com/,2,,0,has website,34,false,ChIJ5Xz4ywxx1oYRqXCZp2666kI,4.5,803
Trident Grill,"2033 E Speedway Blvd, Tucson, AZ 85719, USA",+1 520-795-5755,bar,sam-hughes-university,https://maps.google.com/?q=Trident%20Grill%202033%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://tridentgrill.com/,2,,0,has website,35,false,ChIJ_wirVK5x1oYRYoPb4fZvwhY,4.5,1668
Sonoran House Sam Hughes,"2513 E 6th St, Tucson, AZ 85716, USA",+1 520-230-2812,bar,sam-hughes-university,https://maps.google.com/?q=Sonoran%20House%20Sam%20Hughes%202513%20E%206th%20St%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://sonoranhouse.com/sam-hughes,2,,0,has website,36,false,ChIJJ6UDJNNx1oYRXfsXkI8o8Bg,4.6,185
Black Rock Coffee Bar,"1821 E Broadway Blvd, Tucson, AZ 85719, USA",+1 833-843-5776,cafe,sam-hughes-university,https://maps.google.com/?q=Black%20Rock%20Coffee%20Bar%201821%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://br.coffee/,2,,0,has website,39,false,ChIJYaVM_-Vx1oYRvIRqVDfrp7U,4.1,446
Slot Canyon Cafe,"1064 E Lowell St, Tucson, AZ 85719, USA",+1 520-626-1624,cafe,sam-hughes-university,https://maps.google.com/?q=Slot%20Canyon%20Cafe%201064%20E%20Lowell%20St%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.union.arizona.edu/infodesk/hours/index.php?cat=dining,2,,0,has website,40,false,ChIJ03ZCogFx1oYRlS_1xffa0E0,4.2,42
Einstein Bros. Bagels,"1303 E University Blvd, Tucson, AZ 85719, USA",+1 520-621-0452,cafe,sam-hughes-university,https://maps.google.com/?q=Einstein%20Bros.%20Bagels%201303%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://locations.einsteinbros.com/us/az/tucson/1303-e-university-blvd?y_source=1_OTA0OTQ1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,2,,0,has website,41,false,ChIJrXzGQAdx1oYRJbALJpzXkTI,3.6,157
Caffe Luce,"943 E University Blvd #191, Tucson, AZ 85719, USA",+1 520-207-5504,cafe,sam-hughes-university,https://maps.google.com/?q=Caffe%20Luce%20943%20E%20University%20Blvd%20%23191%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.facebook.com/profile.php?id=100063508602657,2,,0,has website,44,false,ChIJPYeUGQRx1oYRsQpTFqBlC1M,4.5,310
Woops! Bakeshop (Main Gate Square),"845 E University Blvd, Tucson, AZ 85719, USA",+1 520-305-3224,cafe,sam-hughes-university,https://maps.google.com/?q=Woops%21%20Bakeshop%20%28Main%20Gate%20Square%29%20845%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://bywoops.com/locations/main-gate-square/,2,,0,has website,46,false,ChIJNUodQgRx1oYRaKd9yyQzyp8,4.7,356
Laverna's Coffee Shop,"220 S Plumer Ave, Tucson, AZ 85719, USA",+1 520-623-1389,cafe,sam-hughes-university,https://maps.google.com/?q=Laverna%27s%20Coffee%20Shop%20220%20S%20Plumer%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://lavernascoffeeshop.com/,2,,0,has website,48,false,ChIJBeGoO1Bw1oYRK7iJqLnjIZE,4.5,945
HeeMee Coffee + Bakery,"800 E University Blvd STE 4, Tucson, AZ 85719, USA",,cafe,sam-hughes-university,https://maps.google.com/?q=HeeMee%20Coffee%20%2B%20Bakery%20800%20E%20University%20Blvd%20STE%204%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://heemee.online/,2,,0,has website,49,false,ChIJe4HkUuBx1oYRAq2GdqntfOg,4.3,34
Bruegger's Bagels,"1064 N Campbell Ave, Tucson, AZ 85719, USA",+1 520-325-4567,cafe,sam-hughes-university,https://maps.google.com/?q=Bruegger%27s%20Bagels%201064%20N%20Campbell%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://locations.brueggers.com/us/az/tucson/1064-n-campbell-avenue?y_source=1_OTczMjIwOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,2,,0,has website,50,false,ChIJzdAX265x1oYR3guzlyqv1aE,4.5,488
Dry Heat Roasting Co.,"1001 N Park Ave, Tucson, AZ 85719, USA",,cafe,sam-hughes-university,https://maps.google.com/?q=Dry%20Heat%20Roasting%20Co.%201001%20N%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,,1,,0,no website,52,false,ChIJEwi1ksZx1oYR6nEqT9oQBuc,,
Sweet Street Desserts (within Geronimo),"806 E University Blvd, Tucson, AZ 85719, USA",+1 520-529-7277,bakery,sam-hughes-university,https://maps.google.com/?q=Sweet%20Street%20Desserts%20%28within%20Geronimo%29%20806%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.doordash.com/store/sweet-street-desserts-tucson-25073119,2,,0,has website,55,false,ChIJOQscblxx1oYR4rUgczHQBnc,4.4,49
Cold Stone Creamery,"1927 E Speedway Blvd Ste 115, Tucson, AZ 85719, USA",+1 520-795-7576,bakery,sam-hughes-university,https://maps.google.com/?q=Cold%20Stone%20Creamery%201927%20E%20Speedway%20Blvd%20Ste%20115%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.coldstonecreamery.com/stores/20005?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb&utm_id=gmb,2,,0,has website,56,false,ChIJKxPnIa9x1oYR71dXsd-R-Ag,4,336
Time Market,"444 E University Blvd, Tucson, AZ 85705, USA",+1 520-622-0761,bakery,sam-hughes-university,https://maps.google.com/?q=Time%20Market%20444%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085705%2C%20USA,http://www.timemarket.xyz/,2,,0,has website,57,false,ChIJca53Fxtx1oYRuDrQ-8pkYSU,4.7,2299
Insomnia Cookies,"345 E Congress St #145, Tucson, AZ 85705, USA",+1 520-333-5622,bakery,sam-hughes-university,https://maps.google.com/?q=Insomnia%20Cookies%20345%20E%20Congress%20St%20%23145%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://insomniacookies.com/,2,,0,has website,58,false,ChIJ10_ODyJyToYRj5brFBARs0g,4.1,344
Cal's Bakeshop,"2707 E Broadway Blvd, Tucson, AZ 85716, USA",,bakery,sam-hughes-university,https://maps.google.com/?q=Cal%27s%20Bakeshop%202707%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://www.instagram.com/calsbakeshop/,2,,0,has website,59,false,ChIJRxmt5epx1oYRwPVUdCG2c5E,4.2,79
1989 Bake House,"745 N 4th Ave, Tucson, AZ 85705, USA",+1 520-540-5775,bakery,sam-hughes-university,https://maps.google.com/?q=1989%20Bake%20House%20745%20N%204th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://1989bakehouse.com/,2,,0,has website,60,false,ChIJwaAoItud1oYRKqArdCK2QrU,4.3,101
Bread Mill,"825 S Park Ave, Tucson, AZ 85719, USA",+1 520-881-7733,bakery,sam-hughes-university,https://maps.google.com/?q=Bread%20Mill%20825%20S%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://beyondbread.com/bread-mill/,2,,0,has website,61,false,ChIJ-fJ8Imxx1oYRENxcfNUOR8o,5,12
Cartel Roasting Co,"210 E Broadway Blvd Suite 3, Tucson, AZ 85701, USA",,bakery,sam-hughes-university,https://maps.google.com/?q=Cartel%20Roasting%20Co%20210%20E%20Broadway%20Blvd%20Suite%203%2C%20Tucson%2C%20AZ%2085701%2C%20USA,http://cartelroasting.co/,2,,0,has website,62,false,ChIJfeAGS-Jw1oYRHc-pxCs-Upk,4.4,837
Le Macaron French Pastries Tucson,"260 E Congress St, Tucson, AZ 85701, USA",+1 520-777-7738,bakery,sam-hughes-university,https://maps.google.com/?q=Le%20Macaron%20French%20Pastries%20Tucson%20260%20E%20Congress%20St%2C%20Tucson%2C%20AZ%2085701%2C%20USA,https://lemacaron-us.com/,2,,0,has website,63,false,ChIJKUTBnoFx1oYR-Mpt2CMWSY8,4.6,138
Chez Peachy,"501 N 6th Ave Suite 101, Tucson, AZ 85705, USA",,bakery,sam-hughes-university,https://maps.google.com/?q=Chez%20Peachy%20501%20N%206th%20Ave%20Suite%20101%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://chezpeachy.com/,2,,0,has website,64,false,ChIJ41OIXQBx1oYR4jCRS0xkUEQ,4.5,457
Natural Grains Tortillas,"810 E 19th St, Tucson, AZ 85719, USA",+1 520-333-5960,bakery,sam-hughes-university,https://maps.google.com/?q=Natural%20Grains%20Tortillas%20810%20E%2019th%20St%2C%20Tucson%2C%20AZ%2085719%2C%20USA,http://www.naturalgrainstortillas.com/,2,,0,has website,65,false,ChIJ0Sp8tTlx1oYRADVEB6-Tg2g,5,1
Tortilleria la Chiquita,"810 E 19th St, Tucson, AZ 85719, USA",+1 520-554-0421,bakery,sam-hughes-university,https://maps.google.com/?q=Tortilleria%20la%20Chiquita%20810%20E%2019th%20St%2C%20Tucson%2C%20AZ%2085719%2C%20USA,,1,,0,no website,66,false,ChIJfzTjUA5x1oYRUZGxtsI5wLY,5,2
Batch,"118 E Congress St, Tucson, AZ 85701, USA",+1 520-203-7370,bakery,sam-hughes-university,https://maps.google.com/?q=Batch%20118%20E%20Congress%20St%2C%20Tucson%2C%20AZ%2085701%2C%20USA,http://batchtucson.com/,2,,0,has website,67,false,ChIJh-Kq8uFw1oYRrziuzZNtOwU,4.5,685
Illegal Pete's - Tucson,"876 E University Blvd, Tucson, AZ 85719, USA",+1 520-253-4411,meal_delivery,sam-hughes-university,https://maps.google.com/?q=Illegal%20Pete%27s%20-%20Tucson%20876%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.illegalpetes.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,2,,0,has website,68,false,ChIJ5Q6ucgRx1oYRa6A2o4yNE_E,4.2,845
Jack in the Box,"1055 N Park Ave, Tucson, AZ 85719, USA",+1 520-771-8864,meal_delivery,sam-hughes-university,https://maps.google.com/?q=Jack%20in%20the%20Box%201055%20N%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://locations.jackinthebox.com/us/az/tucson/1055-n-park-ave?utm_source=google&utm_medium=local&utm_campaign=google-local,2,,0,has website,69,false,ChIJ4dBO1P5x1oYRv4gSbhDk6Ug,3.8,697
Wok Fire & Grill,"1135 N Park Ave, Tucson, AZ 85719, USA",+1 520-889-2388,meal_delivery,sam-hughes-university,https://maps.google.com/?q=Wok%20Fire%20%26%20Grill%201135%20N%20Park%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://wokfire.com/,2,,0,has website,71,false,ChIJWRU8f6Bx1oYRgeN5rlxISXk,4.3,305
Caruso's,"434 N 4th Ave, Tucson, AZ 85705, USA",+1 520-624-5765,meal_delivery,sam-hughes-university,https://maps.google.com/?q=Caruso%27s%20434%20N%204th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://carusositalian.com/?utm_source=google,2,,0,has website,72,false,ChIJBUcHWBxx1oYR-lOeoOVCqys,4.2,2097
Brooklyn Pizza Company,"534 N 4th Ave, Tucson, AZ 85705, USA",+1 520-622-6868,meal_delivery,sam-hughes-university,https://maps.google.com/?q=Brooklyn%20Pizza%20Company%20534%20N%204th%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,http://brooklynpizzacompany.com/,2,,0,has website,73,false,ChIJdbM5iBxx1oYRsyRZoJbcPI8,4.2,2105
Jaime's Pizza Kitchen,"312 E Congress St, Tucson, AZ 85701, USA",+1 520-849-5908,meal_delivery,sam-hughes-university,https://maps.google.com/?q=Jaime%27s%20Pizza%20Kitchen%20312%20E%20Congress%20St%2C%20Tucson%2C%20AZ%2085701%2C%20USA,http://www.tucsonjaimes.com/,2,,0,has website,74,false,ChIJ1fPqkg5x1oYRJX6Yo3ghVdw,4.7,346
Baggin's Gourmet Sandwiches,"2741 E Speedway Blvd, Tucson, AZ 85716, USA",+1 520-327-4342,meal_delivery,sam-hughes-university,https://maps.google.com/?q=Baggin%27s%20Gourmet%20Sandwiches%202741%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://www.bagginsgourmet.com/,2,,0,has website,75,false,ChIJ3eHklbZx1oYRwuz3cFgQJXM,4.1,334
Baggin's Gourmet Sandwiches,"33 N Stone Ave Suite 108, Tucson, AZ 85701, USA",+1 520-792-1344,meal_delivery,sam-hughes-university,https://maps.google.com/?q=Baggin%27s%20Gourmet%20Sandwiches%2033%20N%20Stone%20Ave%20Suite%20108%2C%20Tucson%2C%20AZ%2085701%2C%20USA,http://www.bagginsgourmet.com/,2,,0,has website,76,false,ChIJM_80K-Bw1oYRcTWRdEWkurc,4,185
Blackjack Pizza & Salads,"2505 N Campbell Ave, Tucson, AZ 85719, USA",+1 520-325-2121,meal_delivery,sam-hughes-university,https://maps.google.com/?q=Blackjack%20Pizza%20%26%20Salads%202505%20N%20Campbell%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://blackjackpizza.com/locations/tucson/,2,,0,has website,78,false,ChIJ78hkKp9x1oYRaISnVfHVHhk,4.4,804
Anita Street Market,"849 N Anita Ave, Tucson, AZ 85705, USA",+1 520-335-3731,meal_delivery,sam-hughes-university,https://maps.google.com/?q=Anita%20Street%20Market%20849%20N%20Anita%20Ave%2C%20Tucson%2C%20AZ%2085705%2C%20USA,https://anitastmarket.com/,2,,0,has website,80,false,ChIJ69XpWjtx1oYRvBIlCGaNFqY,4.3,956
TACOS Y HOT DOGS EL GIRO,"420 W 22nd St, Tucson, AZ 85713, USA",+1 520-409-2284,meal_delivery,sam-hughes-university,https://maps.google.com/?q=TACOS%20Y%20HOT%20DOGS%20EL%20GIRO%20420%20W%2022nd%20St%2C%20Tucson%2C%20AZ%2085713%2C%20USA,,1,,0,no website,81,false,ChIJPcLNOgBx1oYRdzhTCHcRdIE,5,1
