business_name,address,phone,category,neighborhood,google_maps_url,website_url,quality_score,platform,registrar,est_monthly_cost,pain_points,priority_rank,outreach_doc_ready,place_id,rating,user_ratings_total,domain_suggestions
Epazote Kitchen & Cocktails,"10000 N Oracle Rd, Tucson, AZ 85704, USA",+1 520-544-1705,restaurant,oro-valley,https://maps.google.com/?q=Epazote%20Kitchen%20%26%20Cocktails%2010000%20N%20Oracle%20Rd%2C%20Tucson%2C%20AZ%2085704%2C%20USA,https://www.hiltonelconquistador.com/dining/epazote-kitchen-cocktails,2,,MarkMonitor Inc.,0,has website,12,false,ChIJsWOrneQM1oYR0Mm-TewAv5g,4,215,
SNOWFOX Sushi,"10661 N Oracle Rd, Oro Valley, AZ 85737, USA",,restaurant,oro-valley,https://maps.google.com/?q=SNOWFOX%20Sushi%2010661%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://jfefood.com/,2,wordpress,GoDaddy.com,0,has website,18,false,ChIJ7X-j_tIN1oYRDq-9W0uiB14,,,
Street Taco and Beer Co.,"10785 N Oracle Rd, Oro Valley, AZ 85737, USA",,restaurant,oro-valley,https://maps.google.com/?q=Street%20Taco%20and%20Beer%20Co.%2010785%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://streettaco.online/,2,custom/unknown,Register.com - Network Solutions,0,has website,19,false,ChIJRxS8L2sN1oYRZO4RXu2-2ho,4.5,410,
Noble Hops,"1335 W Lambert Ln, Oro Valley, AZ 85737, USA",+1 520-797-4677,bar,oro-valley,https://maps.google.com/?q=Noble%20Hops%201335%20W%20Lambert%20Ln%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,http://noblehops.com/,2,wordpress,GoDaddy.com,0,has website,22,false,ChIJKUsxXn4M1oYRogB_Fnpv5Ig,4.2,1646,
Harvest Restaurant,"10355 N La Cañada Dr #141, Oro Valley, AZ 85737, USA",+1 520-731-1100,bar,oro-valley,https://maps.google.com/?q=Harvest%20Restaurant%2010355%20N%20La%20Ca%C3%B1ada%20Dr%20%23141%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,http://www.harvestov.com/,2,wix,GoDaddy.com,0,has website,23,false,ChIJ4Y-En38M1oYRuFxaHktaPGA,4.3,1093,
The Overlook,"10555 N La Cañada Dr, Tucson, AZ 85737, USA",+1 520-229-5355,bar,oro-valley,https://maps.google.com/?q=The%20Overlook%2010555%20N%20La%20Ca%C3%B1ada%20Dr%2C%20Tucson%2C%20AZ%2085737%2C%20USA,https://www.elcongolf.com/overlook-restaurant,2,wordpress,GoDaddy.com,0,has website,24,false,ChIJsQIZGogL1oYR4dNPegvnnQ4,4.2,103,
Cabali,"8195 N Oracle Rd, Oro Valley, AZ 85704, USA",,bar,oro-valley,https://maps.google.com/?q=Cabali%208195%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085704%2C%20USA,https://cabalitikibar.com/,2,custom/unknown,Squarespace Domains LLC,0,has website,25,false,ChIJ6S4xMQAN1oYR1ZahZHzj2uQ,4.3,78,
Rosati's Pizza- Oro Valley,"12152 N Rancho Vistoso Blvd #C170, Oro Valley, AZ 85755, USA",+1 520-229-0083,bar,oro-valley,https://maps.google.com/?q=Rosati%27s%20Pizza-%20Oro%20Valley%2012152%20N%20Rancho%20Vistoso%20Blvd%20%23C170%2C%20Oro%20Valley%2C%20AZ%2085755%2C%20USA,https://myrosatis.com/orovalley/,2,wordpress,NameCheap,0,has website,26,false,ChIJkSAr7DAM1oYRm1WoOsZHrOw,4.3,653,
The Landing,"8195 N Oracle Rd, Oro Valley, AZ 85704, USA",+1 520-395-1099,bar,oro-valley,https://maps.google.com/?q=The%20Landing%208195%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085704%2C%20USA,https://landingov.com/?utm_source=google,2,custom/unknown,Squarespace Domains II LLC,0,has website,27,false,ChIJQQ7e1MwN1oYRvE-u6YCBWZU,4.2,425,
Fork & Fire Smokehouse + Taproom,"11835 N Oracle Rd #101, Oro Valley, AZ 85737, USA",+1 520-222-6605,bar,oro-valley,https://maps.google.com/?q=Fork%20%26%20Fire%20Smokehouse%20%2B%20Taproom%2011835%20N%20Oracle%20Rd%20%23101%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://www.forknfire.com/?utm_source=google&utm_medium=organic&utm_campaign=tucson-gbp,2,wix,GoDaddy.com,0,has website,28,false,ChIJofGo7jQN1oYRMkHvWqvGnpU,4.4,839,
Stacks Book Club,"1880 E Tangerine Rd Suite 140, Oro Valley, AZ 85755, USA",+1 520-638-8758,bar,oro-valley,https://maps.google.com/?q=Stacks%20Book%20Club%201880%20E%20Tangerine%20Rd%20Suite%20140%2C%20Oro%20Valley%2C%20AZ%2085755%2C%20USA,http://stacksbookclub.com/,2,custom php,GoDaddy.com,0,has website,30,false,ChIJWR5MmXAN1oYRV7dPaWmXq_8,4.8,282,
The Keg Steakhouse + Bar - Oro Valley,"12005 N Oracle Rd, Oro Valley, AZ 85737, USA",+1 520-219-9500,bar,oro-valley,https://maps.google.com/?q=The%20Keg%20Steakhouse%20%2B%20Bar%20-%20Oro%20Valley%2012005%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://thekeg.com/en/locations/oro-valley,2,,Porkbun LLC,0,has website,31,false,ChIJC-FnA8gN1oYRNFafiDQHNFY,4.5,1546,
Anthony's Cigar Emporium,"7866 N Oracle Rd, Tucson, AZ 85704, USA",+1 520-531-9155,bar,oro-valley,https://maps.google.com/?q=Anthony%27s%20Cigar%20Emporium%207866%20N%20Oracle%20Rd%2C%20Tucson%2C%20AZ%2085704%2C%20USA,http://www.anthonyscigars.com/,2,custom/unknown,GoDaddy.com,0,has website,32,false,ChIJWVT3h0pz1oYRqIyvS6K0L-U,4.5,123,
The Hoppy Vine,"12125 N Oracle Rd, Oro Valley, AZ 85737, USA",+1 520-395-1215,bar,oro-valley,https://maps.google.com/?q=The%20Hoppy%20Vine%2012125%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://www.thehoppyvineov.com/,2,wix,Squarespace Domains II LLC,0,has website,33,false,ChIJC-4J3RkN1oYRZOg_wYFuk0s,4.8,72,
El Charro Café Oro Valley,"7725 N Oracle Rd #101, Tucson, AZ 85704, USA",+1 520-229-1922,bar,oro-valley,https://maps.google.com/?q=El%20Charro%20Caf%C3%A9%20Oro%20Valley%207725%20N%20Oracle%20Rd%20%23101%2C%20Tucson%2C%20AZ%2085704%2C%20USA,http://www.elcharrocafe.com/,2,wordpress,GoDaddy.com,0,has website,34,false,ChIJGU1UP0pz1oYR2SNxDPJLtM4,4.3,1997,
Dutch Bros Coffee,"9730 N Oracle Rd, Oro Valley, AZ 85704, USA",+1 877-899-2767,cafe,oro-valley,https://maps.google.com/?q=Dutch%20Bros%20Coffee%209730%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085704%2C%20USA,https://www.dutchbros.com/locations/az/oro-valley/9730-n.-oracle-road?y_source=1_MTU1NTM4ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,2,custom/unknown,GoDaddy Corporate Domains,0,has website,35,false,ChIJ3TKJ0DoN1oYRw-q2vMbZ788,4.7,561,
Sundance Cafe at El Conquistador Resort,"10000 N Oracle Rd, Tucson, AZ 85704, USA",+1 520-544-1700,cafe,oro-valley,https://maps.google.com/?q=Sundance%20Cafe%20at%20El%20Conquistador%20Resort%2010000%20N%20Oracle%20Rd%2C%20Tucson%2C%20AZ%2085704%2C%20USA,https://www.hilton.com/en/hotels/tushthh-el-conquistador-tucson/dining/sundance-cafe/,2,,MarkMonitor Inc.,0,has website,36,false,ChIJw7eSk-QM1oYRukhAr4E_sHw,3.7,32,
Desert Drifter (Lambert La Cañada),"10335 N La Cañada Dr, Oro Valley, AZ 85737, USA",,cafe,oro-valley,https://maps.google.com/?q=Desert%20Drifter%20%28Lambert%20La%20Ca%C3%B1ada%29%2010335%20N%20La%20Ca%C3%B1ada%20Dr%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://desertdriftercoffee.com/,2,custom/unknown,IONOS SE,0,has website,42,false,ChIJ7ZFfS_gN1oYRiT3MqCa8Qu4,,,
Savaya Coffee Market - at Steam Pump,"11177 N Oracle Rd, Oro Valley, AZ 85737, USA",+1 520-447-5713,cafe,oro-valley,https://maps.google.com/?q=Savaya%20Coffee%20Market%20-%20at%20Steam%20Pump%2011177%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,http://www.savayacoffee.com/,2,custom/unknown,DNC Holdings,0,has website,43,false,ChIJu1tSrQEN1oYRmNs4qvNw5m8,4.7,143,
Bruegger's Bagels,"11165 N La Cañada Dr Suite 161, Tucson, AZ 85737, USA",+1 520-575-0651,cafe,oro-valley,https://maps.google.com/?q=Bruegger%27s%20Bagels%2011165%20N%20La%20Ca%C3%B1ada%20Dr%20Suite%20161%2C%20Tucson%2C%20AZ%2085737%2C%20USA,https://locations.brueggers.com/us/az/tucson/11165-north-la-canada?y_source=1_OTczMjIzMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,2,wordpress,unregistered,0,has website,44,false,ChIJj5uvxnUM1oYRTqHFoK0EYMo,4.2,394,
Cheers To You Nutrition,"12152 N Rancho Vistoso Blvd #130, Oro Valley, AZ 85755, USA",+1 520-531-8000,cafe,oro-valley,https://maps.google.com/?q=Cheers%20To%20You%20Nutrition%2012152%20N%20Rancho%20Vistoso%20Blvd%20%23130%2C%20Oro%20Valley%2C%20AZ%2085755%2C%20USA,https://www.facebook.com/cheerstoyounutritionov/,2,custom/unknown,RegistrarSafe,0,has website,45,false,ChIJe54l7DAM1oYRMv5u7VIpHQQ,4.6,43,
Oro Valley Coffee Roasting Co.,"1551 E Tangerine Rd, Tucson, AZ 85755, USA",,cafe,oro-valley,https://maps.google.com/?q=Oro%20Valley%20Coffee%20Roasting%20Co.%201551%20E%20Tangerine%20Rd%2C%20Tucson%2C%20AZ%2085755%2C%20USA,,1,,,0,no website,48,false,ChIJa-AgeAAN1oYRskH7uH3hcmU,,,orovalleycoffeeroastingco.com; orovalleycoffeeroastingcotucson.com
Village Bakehouse,"7882 N Oracle Rd, Tucson, AZ 85704, USA",+1 520-531-0977,cafe,oro-valley,https://maps.google.com/?q=Village%20Bakehouse%207882%20N%20Oracle%20Rd%2C%20Tucson%2C%20AZ%2085704%2C%20USA,https://villagebakehouse.com/,2,custom php,GoDaddy.com,0,has website,49,false,ChIJYcHLh0pz1oYRikGeRd_eVOQ,4.6,921,
Fry's,"10661 N Oracle Rd, Oro Valley, AZ 85737, USA",+1 520-742-6663,bakery,oro-valley,https://maps.google.com/?q=Fry%27s%2010661%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://www.frysfood.com/stores/grocery/az/oro-valley/oracle-1st-ave/660/00018?cid=loc_66000018_gmb,2,,Network Solutions,0,has website,51,false,ChIJFctuzlcM1oYRXYEPOvIlvDY,4.3,483,
Oro Valley Boucakes,"777 W Calle Concordia, Oro Valley, AZ 85704, USA",+1 520-440-5681,bakery,oro-valley,https://maps.google.com/?q=Oro%20Valley%20Boucakes%20777%20W%20Calle%20Concordia%2C%20Oro%20Valley%2C%20AZ%2085704%2C%20USA,https://ovboucakes.com/,2,custom/unknown,GoDaddy.com,0,has website,52,false,ChIJS2Src1AN1oYR8U3KizEonwk,5,19,
Fry's,"10450 N La Cañada Dr, Oro Valley, AZ 85737, USA",+1 520-877-9207,bakery,oro-valley,https://maps.google.com/?q=Fry%27s%2010450%20N%20La%20Ca%C3%B1ada%20Dr%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://www.frysfood.com/stores/grocery/az/oro-valley/lambert-la-canada-dr/660/00117?cid=loc_66000117_gmb,2,,Network Solutions,0,has website,53,false,ChIJQbQNwn4M1oYR1kYodlgXijM,4.3,596,
Breadsmith of Oro Valley,"10355 N La Cañada Dr, Oro Valley, AZ 85737, USA",+1 520-219-7985,bakery,oro-valley,https://maps.google.com/?q=Breadsmith%20of%20Oro%20Valley%2010355%20N%20La%20Ca%C3%B1ada%20Dr%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,http://www.breadsmith.com/oro-valley,2,custom php,GoDaddy.com,0,has website,54,false,ChIJy8uAon8M1oYRVwENrTN6hBw,4.7,207,
Happy Joe's Pizza - Oro Valley,"11695 N Oracle Rd, Oro Valley, AZ 85737, USA",+1 520-675-3588,bakery,oro-valley,https://maps.google.com/?q=Happy%20Joe%27s%20Pizza%20-%20Oro%20Valley%2011695%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://happyjoes.com/locations/arizona/oro-valley-az/,2,wordpress,IONOS SE,0,has website,57,false,ChIJiY-OSdIN1oYRoUtStbdOemI,4,51,
Pastry By Village,"7882 N Oracle Rd, Tucson, AZ 85704, USA",+1 520-389-5729,bakery,oro-valley,https://maps.google.com/?q=Pastry%20By%20Village%207882%20N%20Oracle%20Rd%2C%20Tucson%2C%20AZ%2085704%2C%20USA,,1,,,0,no website,61,false,ChIJdaNM-bBz1oYRaPY9vYGb8qk,,,pastrybyvillage.com; pastrybyvillagetucson.com
Crumbl,"7805 N Oracle Rd Ste 151, Oro Valley, AZ 85704, USA",+1 520-355-3848,bakery,oro-valley,https://maps.google.com/?q=Crumbl%207805%20N%20Oracle%20Rd%20Ste%20151%2C%20Oro%20Valley%2C%20AZ%2085704%2C%20USA,https://crumblcookies.com/stores/az/tucson-area/azorovalley?utm_source=google+business&utm_medium=profile&utm_campaign=CRUMBL-US+%7C+GOOGLE+BUSINESS+%7C+STORE+PAGE+%7C+ONGOING+%7C+CONSIDERATION+%7C+PROFILE,2,custom/unknown,GoDaddy.com,0,has website,62,false,ChIJ8f_MFv9z1oYRnzrjZAEMES0,4.7,1610,
Baggin's Gourmet Sandwiches,"11015 N Oracle Rd, Tucson, AZ 85737, USA",+1 520-547-2839,meal_delivery,oro-valley,https://maps.google.com/?q=Baggin%27s%20Gourmet%20Sandwiches%2011015%20N%20Oracle%20Rd%2C%20Tucson%2C%20AZ%2085737%2C%20USA,http://www.bagginsgourmet.com/,2,wordpress,eNom,0,has website,63,false,ChIJ2dWhY6sN1oYRBEYz2DX1ezk,4.2,397,
It's Just Wings,"11065 N Oracle Rd, Oro Valley, AZ 85737, USA",+1 469-284-8566,meal_delivery,oro-valley,https://maps.google.com/?q=It%27s%20Just%20Wings%2011065%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://locations.itsjustwings.com/az/oro-valley/oro-valley-its-just-wings?utm_source=google&utm_medium=local&utm_campaign=IJW,2,custom/unknown,unregistered,0,has website,64,false,ChIJge_1pasN1oYRGi5v9euaBgM,3.3,32,
QuikTrip,"11045 N Oracle Rd, Oro Valley, AZ 85737, USA",+1 520-219-0350,meal_takeaway,oro-valley,https://maps.google.com/?q=QuikTrip%2011045%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://locations.quiktrip.com/az/oro-valley/11045-n-oracle-rd?utm_source=gmb&utm_medium=yext&y_source=1_MTYwMDQzNDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,2,custom/unknown,unregistered,0,has website,67,false,ChIJ_RryYawN1oYRam_NWh-2oLI,4,80,
ZENSHI Handcrafted Sushi,"12122 N Rancho Vistoso Blvd, Oro Valley, AZ 85755, USA",+1 520-297-4344,meal_takeaway,oro-valley,https://maps.google.com/?q=ZENSHI%20Handcrafted%20Sushi%2012122%20N%20Rancho%20Vistoso%20Blvd%2C%20Oro%20Valley%2C%20AZ%2085755%2C%20USA,https://www.zenshisushi.com/,2,wix,Network Solutions,0,has website,72,false,ChIJe9ZxNOEN1oYRAfh7LBzH8mM,,,
It's About Hair Tucson,"10110 N Oracle Rd #120, Oro Valley, AZ 85737, USA",+1 520-244-2705,hair_salon,oro-valley,https://maps.google.com/?q=It%27s%20About%20Hair%20Tucson%2010110%20N%20Oracle%20Rd%20%23120%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://www.itsabouthair.com/,2,squarespace,PDR Ltd. d/b/a PublicDomainRegistry.com,0,has website,75,false,ChIJD1SrARYN1oYRlpnNDSqKFvY,,,
Antonias LLC at Havven Salon,"10110 N Oracle Rd, Oro Valley, AZ 85737, USA",+1 520-903-7660,hair_salon,oro-valley,https://maps.google.com/?q=Antonias%20LLC%20at%20Havven%20Salon%2010110%20N%20Oracle%20Rd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,,1,,,0,no website,76,false,ChIJs9cwDNMN1oYRP1krljqoeSM,5,3,antoniasathavvensalon.com; antoniasathavvensalontucson.com
Michelle Houghton,"10110 N Oracle Rd #120, Oro Valley, AZ 85737, USA",+1 520-244-2705,hair_salon,oro-valley,https://maps.google.com/?q=Michelle%20Houghton%2010110%20N%20Oracle%20Rd%20%23120%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,http://itsabouthair.com/,2,squarespace,PDR Ltd. d/b/a PublicDomainRegistry.com,0,has website,77,false,ChIJMYsShg1z1oYRtol1FZ8-CZ0,,,
Imagen Salon & Day Spa,"475 E Vuelta Caminata del Rio, Oro Valley, AZ 85737, USA",+1 520-742-0040,hair_salon,oro-valley,https://maps.google.com/?q=Imagen%20Salon%20%26%20Day%20Spa%20475%20E%20Vuelta%20Caminata%20del%20Rio%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://imagensalonspa.com/,2,,GoDaddy.com,0,has website,78,false,ChIJqb4pclgM1oYRf0mmrDU5SjE,4.5,142,
Reform Salon,"10509 N Oracle Rd #109, Oro Valley, AZ 85737, USA",+1 520-909-4816,hair_salon,oro-valley,https://maps.google.com/?q=Reform%20Salon%2010509%20N%20Oracle%20Rd%20%23109%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,http://reformsalon.com/,2,squarespace,Tucows Domains Inc.,0,has website,79,false,ChIJeUJvcIsN1oYR1IBiFS3MTiY,4.9,16,
Beauty Obsessed,"10509 N Oracle Rd #109, Tucson, AZ 85737, USA",+1 520-559-0403,hair_salon,oro-valley,https://maps.google.com/?q=Beauty%20Obsessed%2010509%20N%20Oracle%20Rd%20%23109%2C%20Tucson%2C%20AZ%2085737%2C%20USA,http://beauty-obsessed-103796.square.site/,2,weebly,MarkMonitor Inc.,0,has website,80,false,ChIJG1O04I8N1oYRWoVFD5aho48,4.8,19,
The Dollhouse Salon,"1335 W Lambert Ln, Oro Valley, AZ 85737, USA",+1 520-639-0263,hair_salon,oro-valley,https://maps.google.com/?q=The%20Dollhouse%20Salon%201335%20W%20Lambert%20Ln%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://www.facebook.com/Thedollhousesalontucson/,2,custom/unknown,RegistrarSafe,0,has website,83,false,ChIJR4ij9BYN1oYR743TcPF0NTM,4.8,32,
Bombshell beauty by mel,"10325 N La Cañada Dr #121, Oro Valley, AZ 85737, USA",+1 520-427-0283,hair_salon,oro-valley,https://maps.google.com/?q=Bombshell%20beauty%20by%20mel%2010325%20N%20La%20Ca%C3%B1ada%20Dr%20%23121%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,https://mysite.vagaro.com/lescheveuxsalonandspa,2,custom/unknown,unregistered,0,has website,85,false,ChIJ_4ePRRwN1oYRORtrFGwup0c,5,1,
Les Cheveux Salon & Spa,"10325 N La Cañada Dr #121, Tucson, AZ 85737, USA",+1 520-308-5776,hair_salon,oro-valley,https://maps.google.com/?q=Les%20Cheveux%20Salon%20%26%20Spa%2010325%20N%20La%20Ca%C3%B1ada%20Dr%20%23121%2C%20Tucson%2C%20AZ%2085737%2C%20USA,http://mysite.vagaro.com/lescheveuxsalonandspa,2,custom/unknown,unregistered,0,has website,86,false,ChIJ45VyvH8M1oYRriHPo-JSNiU,4.5,81,
Lyssastyles,"N La Cañada Dr, Oro Valley, AZ 85755, USA",+1 520-909-9353,hair_salon,oro-valley,https://maps.google.com/?q=Lyssastyles%20N%20La%20Ca%C3%B1ada%20Dr%2C%20Oro%20Valley%2C%20AZ%2085755%2C%20USA,https://www.vagaro.com/lescheveuxsalonandspa,2,custom/unknown,Register.com - Network Solutions,0,has website,87,false,ChIJma3UqnAN1oYR3sUsRoYpolk,,,
Laura Newman Hair,"11656 N Teskow Dr, Tucson, AZ 85737, USA",+1 520-481-2689,hair_salon,oro-valley,https://maps.google.com/?q=Laura%20Newman%20Hair%2011656%20N%20Teskow%20Dr%2C%20Tucson%2C%20AZ%2085737%2C%20USA,http://lauranewmanhairsalon.com/,2,custom/unknown,GoDaddy.com,0,has website,88,false,ChIJv02langN1oYRb0FWpbDpJhw,4.7,13,
Belle Chic Salon,"11901 N 1st Ave #131, Oro Valley, AZ 85737, USA",+1 520-544-7788,hair_salon,oro-valley,https://maps.google.com/?q=Belle%20Chic%20Salon%2011901%20N%201st%20Ave%20%23131%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,http://www.bellechicsalon.com/,2,squarespace,GoDaddy.com,0,has website,89,false,ChIJn3lXmzcM1oYRe_b7H-JabPI,4.7,81,
Gadabout SalonSpas - Oracle,"8303 N Oracle Rd, Tucson, AZ 85704, USA",+1 520-325-0000,hair_salon,oro-valley,https://maps.google.com/?q=Gadabout%20SalonSpas%20-%20Oracle%208303%20N%20Oracle%20Rd%2C%20Tucson%2C%20AZ%2085704%2C%20USA,https://gadabout.com/pages/oracle,2,shopify,Network Solutions,0,has website,90,false,ChIJr48Zi8kM1oYROaJ3RPxLNuY,4.5,352,
Halo Hair Studio,"12152 N Rancho Vistoso Blvd, Oro Valley, AZ 85737, USA",+1 520-742-4433,hair_salon,oro-valley,https://maps.google.com/?q=Halo%20Hair%20Studio%2012152%20N%20Rancho%20Vistoso%20Blvd%2C%20Oro%20Valley%2C%20AZ%2085737%2C%20USA,http://halo-hairstudio.com/,2,custom/unknown,Bluehost Inc.,0,has website,92,false,ChIJ1WjzNjcM1oYRunhfhWKM4Ok,4.6,61,
lewis + ivey salon,"1880 E Tangerine Rd #160, Oro Valley, AZ 85755, USA",+1 520-447-5851,hair_salon,oro-valley,https://maps.google.com/?q=lewis%20%2B%20ivey%20salon%201880%20E%20Tangerine%20Rd%20%23160%2C%20Oro%20Valley%2C%20AZ%2085755%2C%20USA,http://www.lewisandivey.com/,2,wix,Wix.com Ltd.,0,has website,94,false,ChIJL977FxYN1oYR9sDieRcMgVg,4.9,185,
