business_name,address,phone,category,neighborhood,google_maps_url,website_url,quality_score,platform,registrar,est_monthly_cost,pain_points,priority_rank,outreach_doc_ready,place_id,rating,user_ratings_total,domain_suggestions
Laffs Comedy Caffé,"2900 E Broadway Blvd, Tucson, AZ 85716, USA",+1 520-323-8669,restaurant,broadway-corridor,https://maps.google.com/?q=Laffs%20Comedy%20Caff%C3%A9%202900%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://www.laffstucson.com/,2,custom php,GoDaddy.com,0,has website,14,false,ChIJFVcR9Ehw1oYR43ORN1JtnGk,4.6,1472,
Smashburger,"3837 E Broadway Blvd, Tucson, AZ 85716, USA",+1 520-325-9553,restaurant,broadway-corridor,https://maps.google.com/?q=Smashburger%203837%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://smashburger.com/locations/us/az/tucson/3837-e-broadway-blvd?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=1800,2,custom/unknown,Nom-iq Ltd. dba COM LAUDE,0,has website,16,false,ChIJn_ZN7SVw1oYR9stMh6f_Ilw,4.1,989,
Bruegger's Bagels,"3843 E Broadway Blvd, Tucson, AZ 85716, USA",+1 520-323-0033,restaurant,broadway-corridor,https://maps.google.com/?q=Bruegger%27s%20Bagels%203843%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://locations.brueggers.com/us/az/tucson/3843-east-broadway-blvd?y_source=1_OTczMjIxNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,2,wordpress,unregistered,0,has website,17,false,ChIJk54JkyVw1oYRY-kJzyOgI4M,4.4,332,
Azian,"15 N Alvernon Way, Tucson, AZ 85711, USA",+1 520-777-8311,restaurant,broadway-corridor,https://maps.google.com/?q=Azian%2015%20N%20Alvernon%20Way%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://www.aziansushitucson.com/,2,wordpress,Cloudflare,0,has website,18,false,ChIJZ-UC8SVw1oYRt7YD0Cq70G8,3.6,1346,
Zemam's Ethiopian Cuisine,"2731 E Broadway Blvd, Tucson, AZ 85716, USA",+1 520-239-5145,restaurant,broadway-corridor,https://maps.google.com/?q=Zemam%27s%20Ethiopian%20Cuisine%202731%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://zemamsrestaurants.com/,2,squarespace,Tucows Domains Inc.,0,has website,19,false,ChIJTwqB4Ehw1oYRPdH5a6V1Ug0,4.8,697,
Locale Neighborhood Italian Restaurant,"60 N Alvernon Way, Tucson, AZ 85711, USA",+1 520-398-7553,restaurant,broadway-corridor,https://maps.google.com/?q=Locale%20Neighborhood%20Italian%20Restaurant%2060%20N%20Alvernon%20Way%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://www.localetucson.com/,2,squarespace,GoDaddy.com,0,has website,20,false,ChIJDUtJt7lx1oYRi7jhm_LP_Q4,4.5,2004,
SideCar,"139 S Eastbourne Ave, Tucson, AZ 85716, USA",+1 520-795-1819,bar,broadway-corridor,https://maps.google.com/?q=SideCar%20139%20S%20Eastbourne%20Ave%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://www.barsidecar.com/,2,squarespace,GoDaddy.com,0,has website,21,false,ChIJ6QQXF0hw1oYRtAu4KGv3vK8,4.7,351,
Zerai’s International Bar,"2725 E Broadway Blvd, Tucson, AZ 85716, USA",+1 520-239-5146,bar,broadway-corridor,https://maps.google.com/?q=Zerai%E2%80%99s%20International%20Bar%202725%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://www.z-street.com/,2,wordpress,GoDaddy.com,0,has website,22,false,ChIJ3w1Uh01x1oYRwEAtBILIvFw,4.8,45,
The 1925 Bar & Grill,"600 S Alvernon Way, Tucson, AZ 85711, USA",+1 520-791-4346,bar,broadway-corridor,https://maps.google.com/?q=The%201925%20Bar%20%26%20Grill%20600%20S%20Alvernon%20Way%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://www.tucsoncitygolf.com/randolph-1925-bar-grill/,2,wordpress,Network Solutions,0,has website,23,false,ChIJ8cMuPSJw1oYR1unde6I3Cbk,4.3,66,
Javelina,"445 S Alvernon Way, Tucson, AZ 85711, USA",,bar,broadway-corridor,https://maps.google.com/?q=Javelina%20445%20S%20Alvernon%20Way%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://www.hilton.com/en/hotels/tusbtdt-doubletree-tucson-reid-park/dining/,2,,MarkMonitor Inc.,0,has website,24,false,ChIJgTFo1SNw1oYRFsRRVWRuVoE,4.5,36,
The Broadway Beer & Wine Bar,"2559 E Broadway Blvd, Tucson, AZ 85716, USA",+1 520-844-0815,bar,broadway-corridor,https://maps.google.com/?q=The%20Broadway%20Beer%20%26%20Wine%20Bar%202559%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://www.thebroadwayaz.com/,2,squarespace,Squarespace Domains LLC,0,has website,25,false,ChIJY0dXRgBx1oYRtaMBkUvQJn0,4.9,33,
La Rosa,"800 N Country Club Rd, Tucson, AZ 85716, USA",+1 520-222-9833,bar,broadway-corridor,https://maps.google.com/?q=La%20Rosa%20800%20N%20Country%20Club%20Rd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://www.larosatucson.org/,2,wordpress,Tucows Domains Inc.,0,has website,26,false,ChIJC8yJhMpx1oYRDpKEwS6-edM,4.6,118,
Redbird Scratch Kitchen + Bar (Sam Hughes),"2515 E 6th St, Tucson, AZ 85716, USA",+1 520-829-6477,bar,broadway-corridor,https://maps.google.com/?q=Redbird%20Scratch%20Kitchen%20%2B%20Bar%20%28Sam%20Hughes%29%202515%20E%206th%20St%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://redbirdrestaurants.com/,2,wix,GoDaddy.com,0,has website,27,false,ChIJAWHsXQBx1oYRXTIV_rLMaSs,4.8,357,
Sonoran House Sam Hughes,"2513 E 6th St, Tucson, AZ 85716, USA",+1 520-230-2812,bar,broadway-corridor,https://maps.google.com/?q=Sonoran%20House%20Sam%20Hughes%202513%20E%206th%20St%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://sonoranhouse.com/sam-hughes,2,squarespace,GoDaddy.com,0,has website,28,false,ChIJJ6UDJNNx1oYRXfsXkI8o8Bg,4.6,185,
Bob Dobb's Bar & Grill,"2501 E 6th St, Tucson, AZ 85716, USA",+1 520-325-3767,bar,broadway-corridor,https://maps.google.com/?q=Bob%20Dobb%27s%20Bar%20%26%20Grill%202501%20E%206th%20St%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://www.bobdobbs-tucson.com/,2,,GoDaddy.com,0,has website,29,false,ChIJF03I3Uxw1oYRB_SCQYojgXo,4.2,504,
Bashful Bandit Barbecue,"3686 E Speedway Blvd, Tucson, AZ 85716, USA",+1 520-526-2368,bar,broadway-corridor,https://maps.google.com/?q=Bashful%20Bandit%20Barbecue%203686%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://bashfulbanditbbq.com/,2,squarespace,GoDaddy.com,0,has website,30,false,ChIJ3c2jYNJx1oYRrGCq7oI3C9Q,4.3,836,
Red Garter Saloon Bar & Grill,"3143 E Speedway Blvd, Tucson, AZ 85716, USA",+1 520-325-0483,bar,broadway-corridor,https://maps.google.com/?q=Red%20Garter%20Saloon%20Bar%20%26%20Grill%203143%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://redgartertucson.com/,2,custom/unknown,GoDaddy.com,0,has website,31,false,ChIJ4-9si8lx1oYRIZv9XX2TUOc,4.5,1419,
Fresco Pizzeria & Pastaria,"3011 E Speedway Blvd, Tucson, AZ 85716, USA",+1 520-881-5555,bar,broadway-corridor,https://maps.google.com/?q=Fresco%20Pizzeria%20%26%20Pastaria%203011%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://frescopizzeria.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,2,squarespace,Tucows Domains Inc.,0,has website,32,false,ChIJj03RALZx1oYRHqA-l8XIMA4,4.5,780,
Casa Film Bar,"2905 E Speedway Blvd, Tucson, AZ 85716, USA",+1 520-326-6314,bar,broadway-corridor,https://maps.google.com/?q=Casa%20Film%20Bar%202905%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://www.casafilmbar.com/,2,squarespace,GoDaddy.com,0,has website,33,false,ChIJT-dsZbZx1oYRApPI-0rrFJM,4.8,386,
Gee's Garden,"1145 N Alvernon Way, Tucson, AZ 85716, USA",,bar,broadway-corridor,https://maps.google.com/?q=Gee%27s%20Garden%201145%20N%20Alvernon%20Way%2C%20Tucson%2C%20AZ%2085716%2C%20USA,,1,,,0,no website,34,false,ChIJbY0NFj5x1oYRxi80eVp1HF4,3,3,geesgarden.com; geesgardentucson.com
Silver Room,"673 S Plumer Ave, Tucson, AZ 85719, USA",+1 520-849-5115,bar,broadway-corridor,https://maps.google.com/?q=Silver%20Room%20673%20S%20Plumer%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,,1,,,0,no website,35,false,ChIJJ8FUSFtw1oYROMV_-j4B5k8,4.5,185,silverroomtucson.com; silverroomaz.com
Lucky Strike Bowl,"4015 E Speedway Blvd, Tucson, AZ 85712, USA",+1 520-327-4926,bar,broadway-corridor,https://maps.google.com/?q=Lucky%20Strike%20Bowl%204015%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085712%2C%20USA,https://tripleshift.com/lucky-strike-bowl/,2,,GoDaddy.com,0,has website,36,false,ChIJkeKG-tRx1oYR-rDiNHzMMlI,4.5,1656,
Chatterbox,"1601 S Alvernon Way, Tucson, AZ 85711, USA",+1 520-790-7341,bar,broadway-corridor,https://maps.google.com/?q=Chatterbox%201601%20S%20Alvernon%20Way%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://www.facebook.com/ChatterBoxTucson,2,custom/unknown,RegistrarSafe,0,has website,37,false,ChIJr-iMfBtw1oYRax_PYlckld0,4.4,142,
Ombre Coffee,"2936 E Broadway Blvd, Tucson, AZ 85716, USA",+1 520-327-0029,cafe,broadway-corridor,https://maps.google.com/?q=Ombre%20Coffee%202936%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://www.ombrecoffee.com/,2,squarespace,GoDaddy.com,0,has website,39,false,ChIJowwHPkhw1oYR8tkPTbeZph0,4.6,190,
Zedamo Coffee & Tea,"2719 E Broadway Blvd, Tucson, AZ 85716, USA",,cafe,broadway-corridor,https://maps.google.com/?q=Zedamo%20Coffee%20%26%20Tea%202719%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,,1,,,0,no website,40,false,ChIJk_H7UgBx1oYRaUbYOX3Qu94,4.9,34,zedamocoffeetea.com; zedamocoffeeteatucson.com
Desert Drifter,"3955 E Broadway Blvd, Tucson, AZ 85711, USA",,cafe,broadway-corridor,https://maps.google.com/?q=Desert%20Drifter%203955%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://desertdriftercoffee.com/,2,custom/unknown,IONOS SE,0,has website,41,false,ChIJAWSRjG9x1oYRD-_cnQWh5nI,3,2,
Decibel Coffee Works,"2631 E Broadway Blvd, Tucson, AZ 85716, USA",+1 520-355-3440,cafe,broadway-corridor,https://maps.google.com/?q=Decibel%20Coffee%20Works%202631%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://decibelcoffeeworks.com/,2,shopify,Bluehost Inc.,0,has website,43,false,ChIJo825Axpx1oYRrBf-0TkftTc,4.9,61,
Yellow Brick Coffee,"800 N Country Club Rd Ste 3180, Tucson, AZ 85716, USA",+1 520-226-4068,cafe,broadway-corridor,https://maps.google.com/?q=Yellow%20Brick%20Coffee%20800%20N%20Country%20Club%20Rd%20Ste%203180%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://yellowbrickcoffee.com/,2,shopify,Register.com - Network Solutions,0,has website,44,false,ChIJpZzDY-Fx1oYRJ1qBpn8-BLI,4.5,168,
Barista Del Barrio,"2500 E 6th St, Tucson, AZ 85716, USA",,cafe,broadway-corridor,https://maps.google.com/?q=Barista%20Del%20Barrio%202500%20E%206th%20St%2C%20Tucson%2C%20AZ%2085716%2C%20USA,,1,,,0,no website,45,false,ChIJ8Vt1AwBx1oYRVsUA_zOYmTY,4.3,17,baristadelbarriotucson.com; baristadelbarrioaz.com
Coffee Times Drive-Thru Espresso,"3401 E Speedway Blvd, Tucson, AZ 85716, USA",+1 520-318-3698,cafe,broadway-corridor,https://maps.google.com/?q=Coffee%20Times%20Drive-Thru%20Espresso%203401%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://www.instagram.com/coffeetimestucson/?hl=en,2,custom/unknown,RegistrarSafe,0,has website,46,false,ChIJq_TuDsxx1oYRtb0kyLEuhWM,4.8,808,
Dutch Bros Coffee,"3700 E Speedway Blvd SEC (Dodge, Tucson, AZ 85716, USA",+1 877-899-2767,cafe,broadway-corridor,https://maps.google.com/?q=Dutch%20Bros%20Coffee%203700%20E%20Speedway%20Blvd%20SEC%20%28Dodge%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://www.dutchbros.com/locations/az/tucson/3700-e-speedway-blvd-sec-(dodge)?y_source=1_MTU1NTM5MTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,2,custom/unknown,GoDaddy Corporate Domains,0,has website,51,false,ChIJydPTa2Zx1oYRb6jTk6ox-v0,4.6,766,
Laverna's Coffee Shop,"220 S Plumer Ave, Tucson, AZ 85719, USA",+1 520-623-1389,cafe,broadway-corridor,https://maps.google.com/?q=Laverna%27s%20Coffee%20Shop%20220%20S%20Plumer%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://lavernascoffeeshop.com/,2,custom/unknown,GoDaddy.com,0,has website,53,false,ChIJBeGoO1Bw1oYRK7iJqLnjIZE,4.5,945,
Dutch Bros Coffee,"3901 E 22nd St, Tucson, AZ 85711, USA",+1 877-899-2767,cafe,broadway-corridor,https://maps.google.com/?q=Dutch%20Bros%20Coffee%203901%20E%2022nd%20St%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://www.dutchbros.com/locations/az/tucson/3901-e-22nd-st.-(alvernon)?y_source=1_MTU0NDk4MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,2,custom/unknown,GoDaddy Corporate Domains,0,has website,54,false,ChIJNydUw4Vx1oYRraulLy9dZCM,4.7,981,
Barrio Bread,"18 S Eastbourne Ave, Tucson, AZ 85716, USA",+1 520-327-1292,bakery,broadway-corridor,https://maps.google.com/?q=Barrio%20Bread%2018%20S%20Eastbourne%20Ave%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://barriobread.com/,2,wordpress,Network Solutions,0,has website,57,false,ChIJAQAAAFdw1oYR-r2WQhhBLNA,4.9,656,
Café Français,"3855 E Broadway Blvd, Tucson, AZ 85716, USA",,bakery,broadway-corridor,https://maps.google.com/?q=Caf%C3%A9%20Fran%C3%A7ais%203855%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://www.cafefrancaisaz.com/,2,wix,Wix.com Ltd.,0,has website,58,false,ChIJnUNxQQBx1oYR8I4KvWCgxZo,4.2,64,
Locale Bakery,"60 N Alvernon Way, Tucson, AZ 85711, USA",+1 520-398-7553,bakery,broadway-corridor,https://maps.google.com/?q=Locale%20Bakery%2060%20N%20Alvernon%20Way%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://www.localetucson.com/,2,squarespace,GoDaddy.com,0,has website,59,false,ChIJLSffGgBx1oYRWGn_-wHjHt0,,,
Cal's Bakeshop,"2707 E Broadway Blvd, Tucson, AZ 85716, USA",,bakery,broadway-corridor,https://maps.google.com/?q=Cal%27s%20Bakeshop%202707%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://www.instagram.com/calsbakeshop/,2,custom/unknown,RegistrarSafe,0,has website,60,false,ChIJRxmt5epx1oYRwPVUdCG2c5E,4.2,79,
Alvernon Donut Shop,"1450 S Alvernon Way, Tucson, AZ 85711, USA",+1 520-326-3307,bakery,broadway-corridor,https://maps.google.com/?q=Alvernon%20Donut%20Shop%201450%20S%20Alvernon%20Way%2C%20Tucson%2C%20AZ%2085711%2C%20USA,,1,,,0,no website,65,false,ChIJze_jnBtw1oYRJM-CYxwsHNY,4.7,551,alvernondonutshop.com; alvernondonutshoptucson.com
Nadines Bakery,"4553 E Broadway Blvd, Tucson, AZ 85711, USA",+1 520-326-0735,bakery,broadway-corridor,https://maps.google.com/?q=Nadines%20Bakery%204553%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085711%2C%20USA,http://nadinesweddingcakes.blogspot.com/,2,custom/unknown,unregistered,0,has website,66,false,ChIJFY0Oudtv1oYRKZLuSCdmb30,4.5,773,
Fry's,"4150 E 22nd St, Tucson, AZ 85711, USA",+1 520-745-1553,bakery,broadway-corridor,https://maps.google.com/?q=Fry%27s%204150%20E%2022nd%20St%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://www.frysfood.com/stores/grocery/az/tucson/22nd-st-alvernon/660/00017?cid=loc_66000017_gmb,2,,Network Solutions,0,has website,67,false,ChIJL3V5mR1w1oYRdlsYaJwX3Fo,4.1,1293,
Bruegger's Bagels,"1064 N Campbell Ave, Tucson, AZ 85719, USA",+1 520-325-4567,bakery,broadway-corridor,https://maps.google.com/?q=Bruegger%27s%20Bagels%201064%20N%20Campbell%20Ave%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://locations.brueggers.com/us/az/tucson/1064-n-campbell-avenue?y_source=1_OTczMjIwOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,2,wordpress,unregistered,0,has website,68,false,ChIJzdAX265x1oYR3guzlyqv1aE,4.5,488,
Cold Stone Creamery,"1927 E Speedway Blvd Ste 115, Tucson, AZ 85719, USA",+1 520-795-7576,bakery,broadway-corridor,https://maps.google.com/?q=Cold%20Stone%20Creamery%201927%20E%20Speedway%20Blvd%20Ste%20115%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.coldstonecreamery.com/stores/20005?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb&utm_id=gmb,2,,Network Solutions,0,has website,69,false,ChIJKxPnIa9x1oYR71dXsd-R-Ag,4,336,
dedicated. a gluten free bakery & coffee shop,"4500 E Speedway Blvd #41, Tucson, AZ 85712, USA",+1 520-209-2872,bakery,broadway-corridor,https://maps.google.com/?q=dedicated.%20a%20gluten%20free%20bakery%20%26%20coffee%20shop%204500%20E%20Speedway%20Blvd%20%2341%2C%20Tucson%2C%20AZ%2085712%2C%20USA,http://www.dedicatedgf.com/,2,squarespace,GoDaddy.com,0,has website,70,false,ChIJdyvlF0pu1oYRjnkZjGApGBk,4.5,834,
Baggin's Gourmet Sandwiches,"2741 E Speedway Blvd, Tucson, AZ 85716, USA",+1 520-327-4342,meal_delivery,broadway-corridor,https://maps.google.com/?q=Baggin%27s%20Gourmet%20Sandwiches%202741%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,http://www.bagginsgourmet.com/,2,wordpress,eNom,0,has website,71,false,ChIJ3eHklbZx1oYRwuz3cFgQJXM,4.1,334,
"Cheba Hut ""Toasted"" Subs","446 N Campbell Ave STE 2, Tucson, AZ 85719, USA",+1 520-495-4719,meal_delivery,broadway-corridor,https://maps.google.com/?q=Cheba%20Hut%20%22Toasted%22%20Subs%20446%20N%20Campbell%20Ave%20STE%202%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://chebahut.com/locations/tusconaz/?utm_source=google&utm_medium=GBP&utm_campaign=Tucson+-+Campbell,2,custom/unknown,Network Solutions,0,has website,73,false,ChIJ62ZLVVNw1oYRZM-NzDDnWUs,4.6,1679,
Capriotti's Sandwich Shop,"1830 E Broadway Blvd, Tucson, AZ 85719, USA",+1 520-771-8878,meal_delivery,broadway-corridor,https://maps.google.com/?q=Capriotti%27s%20Sandwich%20Shop%201830%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://capriottis.com/location/27829895,2,custom/unknown,Amazon Registrar,0,has website,74,false,ChIJYaxhJ29x1oYRHjQKfs5f7K8,4,235,
Chariot Pizza,"1835 S Alvernon Way #207, Tucson, AZ 85711, USA",+1 520-750-8350,meal_delivery,broadway-corridor,https://maps.google.com/?q=Chariot%20Pizza%201835%20S%20Alvernon%20Way%20%23207%2C%20Tucson%2C%20AZ%2085711%2C%20USA,http://www.chariotpizza.com/,2,custom/unknown,Network Solutions,0,has website,75,false,ChIJq0OOrARw1oYRXo2lx1j9TJA,4.3,967,
Jack in the Box,"3326 E Grant Rd, Tucson, AZ 85716, USA",+1 520-326-8711,meal_delivery,broadway-corridor,https://maps.google.com/?q=Jack%20in%20the%20Box%203326%20E%20Grant%20Rd%2C%20Tucson%2C%20AZ%2085716%2C%20USA,https://locations.jackinthebox.com/us/az/tucson/3326-e-grant-rd?utm_source=google&utm_medium=local&utm_campaign=google-local,2,custom/unknown,unregistered,0,has website,77,false,ChIJU_-xdsFx1oYRj6XUPCgYJOU,3.8,1479,
MR BULGOGI,"5050 E Broadway Blvd, Tucson, AZ 85711, USA",+1 520-534-8539,meal_delivery,broadway-corridor,https://maps.google.com/?q=MR%20BULGOGI%205050%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://www.instagram.com/mr_bulgogi?igsh=YnRrcnZpd2YwaXF5,2,custom/unknown,RegistrarSafe,0,has website,78,false,ChIJFZ_BiI9v1oYR03vjk_y0Uss,4.7,9,
It's Just Wings,"5150 E Broadway Blvd, Tucson, AZ 85711, USA",+1 469-788-8187,meal_delivery,broadway-corridor,https://maps.google.com/?q=It%27s%20Just%20Wings%205150%20E%20Broadway%20Blvd%2C%20Tucson%2C%20AZ%2085711%2C%20USA,https://locations.itsjustwings.com/az/tucson/tucson-its-just-wings?utm_source=google&utm_medium=local&utm_campaign=IJW,2,custom/unknown,unregistered,0,has website,80,false,ChIJubXqgc9v1oYRbxi1uuAJtVQ,2.8,49,
Illegal Pete's - Tucson,"876 E University Blvd, Tucson, AZ 85719, USA",+1 520-253-4411,meal_delivery,broadway-corridor,https://maps.google.com/?q=Illegal%20Pete%27s%20-%20Tucson%20876%20E%20University%20Blvd%2C%20Tucson%2C%20AZ%2085719%2C%20USA,https://www.illegalpetes.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,2,,Network Solutions,0,has website,81,false,ChIJ5Q6ucgRx1oYRa6A2o4yNE_E,4.2,845,
